X_Translation,Y_Translation,Z_Translation,Quat_1,Quat_2,Quat_3,Quat_4,Intersection
0,0,0.2,0.951056516295154,0,0,0.309016994374947,0.000111898943406991
-0.0581375281134739,0.102725251220993,0.16,0.951056516295154,0,0,0.309016994374947,2.55677583940732e-05
-0.0353614750614381,-0.153356985621527,0.12,0.951056516295154,0,0,0.309016994374947,6.51094922177731e-05
0.148550614247949,0.102184948197862,0.08,0.951056516295154,0,0,0.309016994374947,0
-0.190890316279956,0.0267223798846859,0.04,0.951056516295154,0,0,0.309016994374947,0.000149386066782713
0.1252361542452,-0.151714053537817,1.22464679914735e-17,0.951056516295154,0,0,0.309016994374947,0.000250858609787356
0.00993133674188792,0.1924956284872,-0.04,0.951056516295154,0,0,0.309016994374947,2.91692375354013e-05
-0.128481019525333,-0.126497732206446,-0.08,0.951056516295154,0,0,0.309016994374947,0.000270851915614692
0.157279143929154,0.00566302413507078,-0.12,0.951056516295154,0,0,0.309016994374947,0.00024997439271408
-0.0898485478076763,0.0765485980956729,-0.16,0.951056516295154,0,0,0.309016994374947,0.0012658539308472
2.96848012703816e-18,-2.39084479670212e-17,-0.2,0.951056516295154,0,0,0.309016994374947,0.00108026808732276
0,0,0,0.951056516295154,0,0,0.309016994374947,0.000224657494384716
-0.0353348548591489,-0.0290806484271985,0.192832142643182,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,6.29569855469392e-05
-0.0977894762710825,0.0734006301807412,0.158112390027234,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,1.14770220782705e-05
-0.0372955137720767,-0.172244268696215,0.0874314016985901,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000129366150048103
0.119254264609032,0.102240694474634,0.119016240677685,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0
-0.197649832334912,0.00424167466775414,0.00715566615150515,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000205966540758658
0.141316932207486,-0.139384062013331,0.00157932559652049,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.00018830132082196
-0.00654493871856915,0.197160211056231,-0.00943770004201526,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0
-0.0966076608871178,-0.124577548015525,-0.118763147432781,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000724701963516519
0.174867855003037,0.0365535808082181,-0.0858939247912915,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,1.0022489990138e-06
-0.0691985503466593,0.0913034084223415,-0.159978609882351,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000526549539384201
0.0353348548591489,0.0290806484271985,-0.192832142643182,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000592678970134187
0,0,0,0.951056516295154,-0.169836454542977,0.155584104599793,0.206011329583298,0.000262650076850701
0.0574500714201739,0.000971581841249433,0.188531428229091,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,2.03983226837236e-05
-0.029046766539366,0.0906266432349663,0.172260685041594,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,1.68955459864675e-05
0.0322088247744755,-0.159079222276993,0.116362658885348,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000175886294972333
0.141375227280041,0.132894567392267,0.0371887569566473,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0
-0.172397820604703,-0.0131639438523587,0.093995629912169,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,4.5618482012562e-05
0.147598639734539,-0.124469669941342,-0.0430181888124577,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000336596151654398
-0.0408736535039224,0.193015398025295,-0.0318368420126546,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,9.8047178727419e-05
-0.117721954797066,-0.152841329938884,-0.0440825938072792,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000199932636903873
0.111478772412904,0.0379077275481525,-0.158240959369229,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.0008830913711023
-0.145364078613611,0.0564537117698339,-0.121427976276627,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000708839259632436
-0.0574500714201739,-0.000971581841249455,-0.188531428229091,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000546596296199067
0,0,0,0.951056516295154,0.0254709617669088,-0.290228471966527,0.103005664791649,0.000549720256196415
-0.0482444013149829,0.0369880806399413,0.187097856757728,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,6.51461849358971e-07
-0.120959819252648,0.105957235397599,0.113342879678083,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,0
-0.0204916822996738,-0.132952349758796,0.145110119285981,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,0.000107411597173967
0.0922309249215406,0.160264652830698,0.0748391427030912,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,9.65623360627879e-05
-0.195835820583482,-0.0319305099246843,-0.0028150187235506,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,0.000156497258825896
0.158551113681252,-0.0995255031490355,0.0605590095468321,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,0.000188137629217673
-0.0332613431653258,0.17573908977456,-0.084689237818652,0.951056516295154,0.188017948080604,0.24523611889786,2.55359468628448e-17,0.000176246183114452
